Commune,ID,MeanRT,MeanCases,Sum_AE,LOC_RISK,JAN_EVI_ME,OCT_EVI_ME,JAN_LST_ME,OCT_LST_ME,JAN_NDVI_M,OCT_NDVI_M,Dep_RT,Casa_RT,Piez_RT,Med_RT,Ranch_RT,Ruca_RT,Movil_RT,col_rt,x,y,long,lat
Aisen                                                                                                                                                                                                                                                         , 260,    0.0000,    0.0000,   0,       0.0000000000, 3.30735772848e-001, 2.79435545206e-001, 1.37942228317e+001, 1.08259887695e+001, 6.60859346390e-001, 5.30575752258e-001,    0.0008,    0.9381,    0.0069,    0.0288,    0.0041,    0.0000,    0.0003,    0.0130, 1.31e+005, 4.90e+006,-7.38e+001,-4.60e+001
Cisnes                                                                                                                                                                                                                                                        , 261,    0.0000,    0.0000,   0,       0.0000000000, 3.58008950949e-001, 3.13371479511e-001, 1.46180734634e+001, 1.12841463089e+001, 7.29653418064e-001, 6.37310683727e-001,    0.0010,    0.8696,    0.0056,    0.0490,    0.0237,    0.0000,    0.0020,    0.0379, 1.71e+005, 5.07e+006,-7.31e+001,-4.45e+001
Guaitecas                                                                                                                                                                                                                                                     , 262,    0.0000,    0.0000,   0,       0.0000000000, 2.75659233332e-001, 2.74768561125e-001, 1.54629325867e+001, 1.28882179260e+001, 7.09153890610e-001, 7.23458766937e-001,    0.0000,    0.5892,    0.0013,    0.0079,    0.0000,    0.0000,    0.0000,    0.0066, 1.13e+005, 5.12e+006,-7.38e+001,-4.39e+001
Torres del Paine                                                                                                                                                                                                                                              , 263,    0.0000,    0.0000,   0,       0.0000000000, 2.27756932378e-001, 1.55239507556e-001, 1.50025587082e+001, 9.82385349274e+000, 4.14386361837e-001, 3.05863827467e-001,    0.0000,    0.7615,    0.0000,    0.0192,    0.0462,    0.0000,    0.0154,    0.1385, 2.32e+005, 4.34e+006,-7.28e+001,-5.11e+001
Primavera                                                                                                                                                                                                                                                     , 264,    0.0000,    0.0000,   0,       0.0000000000, 3.38933795691e-001, 2.55103588104e-001, 1.66611709595e+001, 1.38234195709e+001, 5.66239655018e-001, 4.92238581181e-001,    0.0000,    0.8057,    0.0000,    0.0218,    0.0218,    0.0000,    0.0109,    0.1376, 4.78e+005, 4.15e+006,-6.93e+001,-5.28e+001
Porvenir                                                                                                                                                                                                                                                      , 265,    0.0000,    0.0000,   0,       0.0000000000, 3.73873025179e-001, 2.63389736414e-001, 1.50789756775e+001, 1.19836444855e+001, 6.07563793659e-001, 5.06836533546e-001,    0.0005,    0.8984,    0.0011,    0.0253,    0.0500,    0.0000,    0.0005,    0.0147, 4.74e+005, 4.09e+006,-6.94e+001,-5.33e+001
Cabo de Hornos                                                                                                                                                                                                                                                , 266,    0.0000,    0.0000,   0,       0.0000000000, 2.53580749035e-001, 1.68946787715e-001, 9.20511054993e+000, 5.27268409729e+000, 4.57952201366e-001, 3.13103318214e-001,    0.0032,    0.9104,    0.0032,    0.0144,    0.0080,    0.0000,    0.0032,    0.0512, 4.85e+005, 3.90e+006,-6.92e+001,-5.50e+001
Rio Verde                                                                                                                                                                                                                                                     , 267,    0.0000,    0.0000,   0,       0.0000000000, 3.24259936810e-001, 2.15057924390e-001, 1.08481264114e+001, 7.43108749390e+000, 5.34568250179e-001, 3.70540291071e-001,    0.0000,    0.8579,    0.0102,    0.0305,    0.0152,    0.0000,    0.0000,    0.0863, 2.67e+005, 4.14e+006,-7.25e+001,-5.28e+001
Timaukel                                                                                                                                                                                                                                                      , 268,    0.0000,    0.0000,   0,       0.0000000000, 3.34871172905e-001, 1.86682730913e-001, 9.85544490814e+000, 7.37254476547e+000, 5.63914656639e-001, 3.59066098928e-001,    0.0000,    0.7267,    0.0000,    0.0640,    0.0174,    0.0000,    0.0174,    0.1570, 4.65e+005, 3.99e+006,-6.95e+001,-5.42e+001
Punta Arenas                                                                                                                                                                                                                                                  , 269,    0.0000,    0.0000,   0,       0.0000000000, 3.22135537863e-001, 2.12964549661e-001, 9.42415046692e+000, 6.64759922028e+000, 5.41487395763e-001, 3.70422989130e-001,    0.0329,    0.9399,    0.0042,    0.0100,    0.0013,    0.0000,    0.0008,    0.0054, 2.99e+005, 4.05e+006,-7.20e+001,-5.36e+001
San Gregorio                                                                                                                                                                                                                                                  , 270,    0.0000,    0.0000,   0,       0.0000000000, 2.79597312212e-001, 2.35565766692e-001, 1.83834934235e+001, 1.54909782410e+001, 4.83441889286e-001, 4.52306538820e-001,    0.0000,    0.8091,    0.0034,    0.0000,    0.0135,    0.0000,    0.0186,    0.1503, 4.16e+005, 4.20e+006,-7.02e+001,-5.23e+001
Laguna Blanca                                                                                                                                                                                                                                                 , 271,    0.0000,    0.0000,   0,       0.0000000000, 3.55696082115e-001, 2.58640676737e-001, 1.51365108490e+001, 1.35920724869e+001, 5.72401344776e-001, 4.82322484255e-001,    0.0075,    0.8534,    0.0000,    0.0489,    0.0038,    0.0000,    0.0150,    0.0639, 3.47e+005, 4.20e+006,-7.12e+001,-5.23e+001
Santiago                                                                                                                                                                                                                                                      , 272,    0.7470,    1.5000,   2,       0.0000000000, 1.15965388715e-001, 1.07046142220e-001, 4.13272018433e+001, 3.32685317993e+001, 2.07219213247e-001, 2.16875672340e-001,    0.5834,    0.3436,    0.0532,    0.0024,    0.0003,    0.0000,    0.0003,    0.0108, 3.46e+005, 6.30e+006,-7.07e+001,-3.35e+001
Cerrillos                                                                                                                                                                                                                                                     , 273,    0.5563,    0.4000,   1,       0.0000000000, 1.38582259417e-001, 1.63961157203e-001, 4.22990798950e+001, 3.31356430054e+001, 2.22846731544e-001, 2.86797553301e-001,    0.2384,    0.6971,    0.0206,    0.0342,    0.0007,    0.0000,    0.0002,    0.0022, 3.40e+005, 6.29e+006,-7.07e+001,-3.35e+001
